source_primal,as_of,boxes_on_hand,velocity_tier
Flank,2025-08-12,5.0,low
Bone-in Ribeye,2025-08-12,11.9,medium
Brisket,2025-08-12,8.5,medium
Pork Shoulder,2025-08-12,8.6,medium
Top Sirloin Butt,2025-08-12,10.6,medium
Round,2025-08-12,8.1,medium
Striploin Whole,2025-08-12,10.1,medium
Pork Loin,2025-08-12,20.9,best
Chuck Flat,2025-08-12,20.3,best
Pork Belly,2025-08-12,23.0,best
Chuck Primal,2025-08-12,23.1,best
Blade Eyes,2025-08-12,19.4,best
Tenderloin,2025-08-13,1.7,low
Shank,2025-08-13,2.9,low
Wagyu Flat Iron,2025-08-13,4.8,low
6X6 Frenched,2025-08-13,5.3,low
Plate,2025-08-13,5.2,low
Flank,2025-08-13,5.4,low
Bone-in Ribeye,2025-08-13,10.1,medium
Brisket,2025-08-13,8.2,medium
Pork Shoulder,2025-08-13,11.0,medium
Top Sirloin Butt,2025-08-13,9.5,medium
Round,2025-08-13,10.6,medium
Striploin Whole,2025-08-13,10.1,medium
Pork Loin,2025-08-13,22.6,best
Chuck Flat,2025-08-13,19.6,best
Pork Belly,2025-08-13,23.5,best
Chuck Primal,2025-08-13,11.4,best
Blade Eyes,2025-08-13,18.3,best
Tenderloin,2025-08-14,1.5,low
Shank,2025-08-14,1.7,low
Wagyu Flat Iron,2025-08-14,5.2,low
6X6 Frenched,2025-08-14,5.2,low
Plate,2025-08-14,5.2,low
Flank,2025-08-14,4.9,low
Bone-in Ribeye,2025-08-14,12.0,medium
Brisket,2025-08-14,9.1,medium
Pork Shoulder,2025-08-14,8.7,medium
Top Sirloin Butt,2025-08-14,10.1,medium
Round,2025-08-14,9.5,medium
Striploin Whole,2025-08-14,7.7,medium
Pork Loin,2025-08-14,23.5,best
Chuck Flat,2025-08-14,20.3,best
Pork Belly,2025-08-14,20.9,best
Chuck Primal,2025-08-14,0.0,best
Blade Eyes,2025-08-14,19.0,best
Tenderloin,2025-08-15,1.2,low
Shank,2025-08-15,0.5,low
Wagyu Flat Iron,2025-08-15,5.1,low
6X6 Frenched,2025-08-15,5.5,low
Plate,2025-08-15,5.1,low
Flank,2025-08-15,5.4,low
Bone-in Ribeye,2025-08-15,10.1,medium
Brisket,2025-08-15,8.6,medium
Pork Shoulder,2025-08-15,10.1,medium
Top Sirloin Butt,2025-08-15,8.8,medium
Round,2025-08-15,11.6,medium
Striploin Whole,2025-08-15,10.9,medium
Pork Loin,2025-08-15,24.4,best
Chuck Flat,2025-08-15,21.2,best
Pork Belly,2025-08-15,20.1,best
Chuck Primal,2025-08-15,0.0,best
Blade Eyes,2025-08-15,20.0,best
Tenderloin,2025-08-16,1.7,low
Shank,2025-08-16,4.4,low
Wagyu Flat Iron,2025-08-16,4.8,low
6X6 Frenched,2025-08-16,5.3,low
Plate,2025-08-16,5.1,low
Flank,2025-08-16,5.1,low
Bone-in Ribeye,2025-08-16,10.7,medium
Brisket,2025-08-16,8.9,medium
Pork Shoulder,2025-08-16,8.7,medium
Top Sirloin Butt,2025-08-16,7.9,medium
Round,2025-08-16,5.2,medium
Striploin Whole,2025-08-16,9.5,medium
Pork Loin,2025-08-16,22.9,best
Chuck Flat,2025-08-16,22.8,best
Pork Belly,2025-08-16,21.4,best
Chuck Primal,2025-08-16,0.0,best
Blade Eyes,2025-08-16,21.4,best
Tenderloin,2025-08-17,1.0,low
Shank,2025-08-17,2.2,low
Wagyu Flat Iron,2025-08-17,0.6,low
6X6 Frenched,2025-08-17,3.3,low
Plate,2025-08-17,0.8,low
Flank,2025-08-17,1.2,low
Bone-in Ribeye,2025-08-17,7.6,medium
Brisket,2025-08-17,6.4,medium
Pork Shoulder,2025-08-17,4.5,medium
Top Sirloin Butt,2025-08-17,4.1,medium
Round,2025-08-17,0.0,medium
Striploin Whole,2025-08-17,2.6,medium
Pork Loin,2025-08-17,10.9,best
Chuck Flat,2025-08-17,14.5,best
Pork Belly,2025-08-17,4.8,best
Chuck Primal,2025-08-17,0.0,best
Blade Eyes,2025-08-17,0.0,best
Tenderloin,2025-08-18,1.2,low
Shank,2025-08-18,4.8,low
Wagyu Flat Iron,2025-08-18,4.5,low
6X6 Frenched,2025-08-18,5.2,low
Plate,2025-08-18,4.8,low
Flank,2025-08-18,4.7,low
Bone-in Ribeye,2025-08-18,10.1,medium
Brisket,2025-08-18,9.6,medium
Pork Shoulder,2025-08-18,9.4,medium
Top Sirloin Butt,2025-08-18,7.5,medium
Round,2025-08-18,0.0,medium
Striploin Whole,2025-08-18,10.8,medium
Pork Loin,2025-08-18,22.9,best
Chuck Flat,2025-08-18,21.2,best
Pork Belly,2025-08-18,19.9,best
Chuck Primal,2025-08-18,21.7,best
Blade Eyes,2025-08-18,19.0,best
Tenderloin,2025-08-19,1.6,low
Shank,2025-08-19,5.1,low
Wagyu Flat Iron,2025-08-19,5.0,low
6X6 Frenched,2025-08-19,5.0,low
Plate,2025-08-19,5.4,low
Flank,2025-08-19,5.3,low
Bone-in Ribeye,2025-08-19,9.6,medium
Brisket,2025-08-19,11.4,medium
Pork Shoulder,2025-08-19,8.9,medium
Top Sirloin Butt,2025-08-19,8.3,medium
Round,2025-08-19,0.0,medium
Striploin Whole,2025-08-19,11.4,medium
Pork Loin,2025-08-19,23.0,best
Chuck Flat,2025-08-19,24.0,best
Pork Belly,2025-08-19,21.6,best
Chuck Primal,2025-08-19,23.0,best
Blade Eyes,2025-08-19,18.4,best
Tenderloin,2025-08-20,1.2,low
Shank,2025-08-20,5.5,low
Wagyu Flat Iron,2025-08-20,4.9,low
6X6 Frenched,2025-08-20,5.4,low
Plate,2025-08-20,5.0,low
Flank,2025-08-20,5.2,low
Bone-in Ribeye,2025-08-20,9.0,medium
Brisket,2025-08-20,10.3,medium
Pork Shoulder,2025-08-20,8.2,medium
Top Sirloin Butt,2025-08-20,7.7,medium
Round,2025-08-20,11.1,medium
Striploin Whole,2025-08-20,9.8,medium
Pork Loin,2025-08-20,23.4,best
Chuck Flat,2025-08-20,20.7,best
Pork Belly,2025-08-20,18.7,best
Chuck Primal,2025-08-20,21.5,best
Blade Eyes,2025-08-20,17.5,best
Tenderloin,2025-08-21,1.2,low
Shank,2025-08-21,5.3,low
Wagyu Flat Iron,2025-08-21,5.1,low
6X6 Frenched,2025-08-21,5.0,low
Plate,2025-08-21,5.7,low
Flank,2025-08-21,5.4,low
Bone-in Ribeye,2025-08-21,11.1,medium
Brisket,2025-08-21,11.5,medium
Pork Shoulder,2025-08-21,9.0,medium
Top Sirloin Butt,2025-08-21,9.3,medium
Round,2025-08-21,10.8,medium
Striploin Whole,2025-08-21,9.0,medium
Pork Loin,2025-08-21,15.4,best
Chuck Flat,2025-08-21,22.8,best
Pork Belly,2025-08-21,19.9,best
Chuck Primal,2025-08-21,24.1,best
Blade Eyes,2025-08-21,18.0,best
Tenderloin,2025-08-22,1.1,low
Shank,2025-08-22,4.8,low
Wagyu Flat Iron,2025-08-22,5.4,low
6X6 Frenched,2025-08-22,4.9,low
Plate,2025-08-22,5.3,low
Flank,2025-08-22,5.6,low
Bone-in Ribeye,2025-08-22,9.2,medium
Brisket,2025-08-22,11.2,medium
Pork Shoulder,2025-08-22,9.2,medium
Top Sirloin Butt,2025-08-22,8.1,medium
Round,2025-08-22,10.1,medium
Striploin Whole,2025-08-22,11.1,medium
Pork Loin,2025-08-22,7.4,best
Chuck Flat,2025-08-22,20.0,best
Pork Belly,2025-08-22,23.9,best
Chuck Primal,2025-08-22,21.9,best
Blade Eyes,2025-08-22,19.0,best
Tenderloin,2025-08-23,1.5,low
Shank,2025-08-23,4.8,low
Wagyu Flat Iron,2025-08-23,5.1,low
6X6 Frenched,2025-08-23,5.4,low
Plate,2025-08-23,4.9,low
Flank,2025-08-23,4.9,low
Bone-in Ribeye,2025-08-23,10.2,medium
Brisket,2025-08-23,9.2,medium
Pork Shoulder,2025-08-23,9.9,medium
Top Sirloin Butt,2025-08-23,7.7,medium
Round,2025-08-23,9.5,medium
Striploin Whole,2025-08-23,10.3,medium
Pork Loin,2025-08-23,0.0,best
Chuck Flat,2025-08-23,21.9,best
Pork Belly,2025-08-23,21.3,best
Chuck Primal,2025-08-23,20.0,best
Blade Eyes,2025-08-23,21.8,best
Tenderloin,2025-08-24,0.8,low
Shank,2025-08-24,2.6,low
Wagyu Flat Iron,2025-08-24,0.9,low
6X6 Frenched,2025-08-24,3.4,low
Plate,2025-08-24,0.6,low
Flank,2025-08-24,1.0,low
Bone-in Ribeye,2025-08-24,7.1,medium
Brisket,2025-08-24,6.6,medium
Pork Shoulder,2025-08-24,5.8,medium
Top Sirloin Butt,2025-08-24,3.9,medium
Round,2025-08-24,2.1,medium
Striploin Whole,2025-08-24,3.4,medium
Pork Loin,2025-08-24,0.0,best
Chuck Flat,2025-08-24,13.6,best
Pork Belly,2025-08-24,4.7,best
Chuck Primal,2025-08-24,3.0,best
Blade Eyes,2025-08-24,0.0,best
Tenderloin,2025-08-25,1.0,low
Shank,2025-08-25,5.6,low
Wagyu Flat Iron,2025-08-25,5.5,low
6X6 Frenched,2025-08-25,4.5,low
Plate,2025-08-25,4.5,low
Flank,2025-08-25,4.6,low
Bone-in Ribeye,2025-08-25,8.1,medium
Brisket,2025-08-25,9.4,medium
Pork Shoulder,2025-08-25,8.5,medium
Top Sirloin Butt,2025-08-25,11.1,medium
Round,2025-08-25,9.1,medium
Striploin Whole,2025-08-25,10.2,medium
Pork Loin,2025-08-25,17.8,best
Chuck Flat,2025-08-25,20.1,best
Pork Belly,2025-08-25,19.2,best
Chuck Primal,2025-08-25,19.7,best
Blade Eyes,2025-08-25,22.6,best
Tenderloin,2025-08-26,1.4,low
Shank,2025-08-26,5.0,low
Wagyu Flat Iron,2025-08-26,5.6,low
6X6 Frenched,2025-08-26,3.2,low
Plate,2025-08-26,5.0,low
Flank,2025-08-26,5.7,low
Bone-in Ribeye,2025-08-26,9.5,medium
Brisket,2025-08-26,10.8,medium
Pork Shoulder,2025-08-26,10.0,medium
Top Sirloin Butt,2025-08-26,10.9,medium
Round,2025-08-26,9.1,medium
Striploin Whole,2025-08-26,11.5,medium
Pork Loin,2025-08-26,20.4,best
Chuck Flat,2025-08-26,22.7,best
Pork Belly,2025-08-26,21.5,best
Chuck Primal,2025-08-26,21.1,best
Blade Eyes,2025-08-26,19.1,best
Tenderloin,2025-08-27,1.7,low
Shank,2025-08-27,5.2,low
Wagyu Flat Iron,2025-08-27,5.4,low
6X6 Frenched,2025-08-27,1.8,low
Plate,2025-08-27,5.5,low
Flank,2025-08-27,5.2,low
Bone-in Ribeye,2025-08-27,8.5,medium
Brisket,2025-08-27,10.1,medium
Pork Shoulder,2025-08-27,9.2,medium
Top Sirloin Butt,2025-08-27,9.4,medium
Round,2025-08-27,10.5,medium
Striploin Whole,2025-08-27,7.8,medium
Pork Loin,2025-08-27,20.3,best
Chuck Flat,2025-08-27,20.2,best
Pork Belly,2025-08-27,24.8,best
Chuck Primal,2025-08-27,22.0,best
Blade Eyes,2025-08-27,19.9,best
Tenderloin,2025-08-28,1.9,low
Shank,2025-08-28,5.5,low
Wagyu Flat Iron,2025-08-28,5.5,low
6X6 Frenched,2025-08-28,0.5,low
Plate,2025-08-28,3.1,low
Flank,2025-08-28,5.4,low
Bone-in Ribeye,2025-08-28,10.8,medium
Brisket,2025-08-28,10.0,medium
Pork Shoulder,2025-08-28,10.6,medium
Top Sirloin Butt,2025-08-28,11.2,medium
Round,2025-08-28,7.7,medium
Striploin Whole,2025-08-28,10.4,medium
Pork Loin,2025-08-28,22.9,best
Chuck Flat,2025-08-28,21.4,best
Pork Belly,2025-08-28,19.0,best
Chuck Primal,2025-08-28,22.8,best
Blade Eyes,2025-08-28,19.8,best
Tenderloin,2025-08-29,1.5,low
Shank,2025-08-29,5.8,low
Wagyu Flat Iron,2025-08-29,5.5,low
6X6 Frenched,2025-08-29,0.0,low
Plate,2025-08-29,0.5,low
Flank,2025-08-29,5.3,low
Bone-in Ribeye,2025-08-29,11.4,medium
Brisket,2025-08-29,9.4,medium
Pork Shoulder,2025-08-29,9.3,medium
Top Sirloin Butt,2025-08-29,11.0,medium
Round,2025-08-29,10.0,medium
Striploin Whole,2025-08-29,8.7,medium
Pork Loin,2025-08-29,22.3,best
Chuck Flat,2025-08-29,22.3,best
Pork Belly,2025-08-29,22.4,best
Chuck Primal,2025-08-29,22.0,best
Blade Eyes,2025-08-29,17.5,best
Tenderloin,2025-08-30,1.4,low
Shank,2025-08-30,5.4,low
Wagyu Flat Iron,2025-08-30,5.4,low
6X6 Frenched,2025-08-30,4.9,low
Plate,2025-08-30,0.0,low
Flank,2025-08-30,4.8,low
Bone-in Ribeye,2025-08-30,10.4,medium
Brisket,2025-08-30,8.3,medium
Pork Shoulder,2025-08-30,9.4,medium
Top Sirloin Butt,2025-08-30,8.7,medium
Round,2025-08-30,11.3,medium
Striploin Whole,2025-08-30,8.8,medium
Pork Loin,2025-08-30,22.3,best
Chuck Flat,2025-08-30,20.8,best
Pork Belly,2025-08-30,18.7,best
Chuck Primal,2025-08-30,18.1,best
Blade Eyes,2025-08-30,20.4,best
Tenderloin,2025-08-31,0.5,low
Shank,2025-08-31,2.8,low
Wagyu Flat Iron,2025-08-31,0.4,low
6X6 Frenched,2025-08-31,2.4,low
Plate,2025-08-31,0.0,low
Flank,2025-08-31,0.0,low
Bone-in Ribeye,2025-08-31,6.6,medium
Brisket,2025-08-31,5.2,medium
Pork Shoulder,2025-08-31,4.4,medium
Top Sirloin Butt,2025-08-31,4.1,medium
Round,2025-08-31,2.3,medium
Striploin Whole,2025-08-31,0.5,medium
Pork Loin,2025-08-31,7.8,best
Chuck Flat,2025-08-31,10.8,best
Pork Belly,2025-08-31,0.0,best
Chuck Primal,2025-08-31,0.0,best
Blade Eyes,2025-08-31,0.0,best
Tenderloin,2025-09-02,1.6,low
Shank,2025-09-02,4.8,low
Wagyu Flat Iron,2025-09-02,4.8,low
6X6 Frenched,2025-09-02,5.2,low
Plate,2025-09-02,5.6,low
Flank,2025-09-02,5.3,low
Bone-in Ribeye,2025-09-02,11.1,medium
Brisket,2025-09-02,8.8,medium
Pork Shoulder,2025-09-02,11.5,medium
Top Sirloin Butt,2025-09-02,9.5,medium
Round,2025-09-02,9.2,medium
Striploin Whole,2025-09-02,7.4,medium
Pork Loin,2025-09-02,21.3,best
Chuck Flat,2025-09-02,18.9,best
Pork Belly,2025-09-02,21.3,best
Chuck Primal,2025-09-02,18.5,best
Blade Eyes,2025-09-02,20.0,best
Tenderloin,2025-09-03,1.5,low
Shank,2025-09-03,5.4,low
Wagyu Flat Iron,2025-09-03,5.2,low
6X6 Frenched,2025-09-03,5.4,low
Plate,2025-09-03,5.3,low
Flank,2025-09-03,5.1,low
Bone-in Ribeye,2025-09-03,9.8,medium
Brisket,2025-09-03,11.5,medium
Pork Shoulder,2025-09-03,10.2,medium
Top Sirloin Butt,2025-09-03,10.0,medium
Round,2025-09-03,9.8,medium
Striploin Whole,2025-09-03,9.7,medium
Pork Loin,2025-09-03,21.9,best
Chuck Flat,2025-09-03,19.8,best
Pork Belly,2025-09-03,23.6,best
Chuck Primal,2025-09-03,23.1,best
Blade Eyes,2025-09-03,21.3,best
Tenderloin,2025-09-04,1.3,low
Shank,2025-09-04,5.2,low
Wagyu Flat Iron,2025-09-04,4.9,low
6X6 Frenched,2025-09-04,5.7,low
Plate,2025-09-04,5.4,low
Flank,2025-09-04,3.4,low
Bone-in Ribeye,2025-09-04,10.4,medium
Brisket,2025-09-04,10.5,medium
Pork Shoulder,2025-09-04,11.1,medium
Top Sirloin Butt,2025-09-04,10.0,medium
Round,2025-09-04,11.0,medium
Striploin Whole,2025-09-04,8.1,medium
Pork Loin,2025-09-04,23.6,best
Chuck Flat,2025-09-04,20.1,best
Pork Belly,2025-09-04,21.2,best
Chuck Primal,2025-09-04,22.8,best
Blade Eyes,2025-09-04,22.4,best
Tenderloin,2025-09-05,1.7,low
Shank,2025-09-05,5.2,low
Wagyu Flat Iron,2025-09-05,5.6,low
6X6 Frenched,2025-09-05,5.1,low
Plate,2025-09-05,5.1,low
Flank,2025-09-05,1.8,low
Bone-in Ribeye,2025-09-05,9.0,medium
Brisket,2025-09-05,9.4,medium
Pork Shoulder,2025-09-05,11.7,medium
Top Sirloin Butt,2025-09-05,8.5,medium
Round,2025-09-05,9.5,medium
Striploin Whole,2025-09-05,9.3,medium
Pork Loin,2025-09-05,21.5,best
Chuck Flat,2025-09-05,21.4,best
Pork Belly,2025-09-05,20.4,best
Chuck Primal,2025-09-05,20.9,best
Blade Eyes,2025-09-05,19.8,best
Tenderloin,2025-09-06,1.7,low
Shank,2025-09-06,5.5,low
Wagyu Flat Iron,2025-09-06,5.1,low
6X6 Frenched,2025-09-06,5.0,low
Plate,2025-09-06,5.0,low
Flank,2025-09-06,0.0,low
Bone-in Ribeye,2025-09-06,10.1,medium
Brisket,2025-09-06,9.4,medium
Pork Shoulder,2025-09-06,9.7,medium
Top Sirloin Butt,2025-09-06,9.6,medium
Round,2025-09-06,8.2,medium
Striploin Whole,2025-09-06,11.8,medium
Pork Loin,2025-09-06,22.6,best
Chuck Flat,2025-09-06,19.6,best
Pork Belly,2025-09-06,20.3,best
Chuck Primal,2025-09-06,21.4,best
Blade Eyes,2025-09-06,21.4,best
Tenderloin,2025-09-07,1.2,low
Shank,2025-09-07,4.0,low
Wagyu Flat Iron,2025-09-07,2.1,low
6X6 Frenched,2025-09-07,3.6,low
Plate,2025-09-07,1.9,low
Flank,2025-09-07,0.0,low
Bone-in Ribeye,2025-09-07,7.8,medium
Brisket,2025-09-07,7.5,medium
Pork Shoulder,2025-09-07,6.7,medium
Top Sirloin Butt,2025-09-07,6.8,medium
Round,2025-09-07,2.9,medium
Striploin Whole,2025-09-07,6.9,medium
Pork Loin,2025-09-07,14.0,best
Chuck Flat,2025-09-07,13.7,best
Pork Belly,2025-09-07,8.4,best
Chuck Primal,2025-09-07,9.2,best
Blade Eyes,2025-09-07,4.3,best
Tenderloin,2025-09-08,1.5,low
Shank,2025-09-08,5.2,low
Wagyu Flat Iron,2025-09-08,5.4,low
6X6 Frenched,2025-09-08,5.0,low
Plate,2025-09-08,4.7,low
Flank,2025-09-08,4.9,low
Bone-in Ribeye,2025-09-08,10.2,medium
Brisket,2025-09-08,8.6,medium
Pork Shoulder,2025-09-08,11.0,medium
Top Sirloin Butt,2025-09-08,9.9,medium
Round,2025-09-08,8.4,medium
Striploin Whole,2025-09-08,10.8,medium
Pork Loin,2025-09-08,18.7,best
Chuck Flat,2025-09-08,22.1,best
Pork Belly,2025-09-08,20.8,best
Chuck Primal,2025-09-08,19.8,best
Blade Eyes,2025-09-08,22.3,best
Tenderloin,2025-09-09,1.3,low
Shank,2025-09-09,5.4,low
Wagyu Flat Iron,2025-09-09,5.7,low
6X6 Frenched,2025-09-09,5.2,low
Plate,2025-09-09,5.3,low
Flank,2025-09-09,5.6,low
Bone-in Ribeye,2025-09-09,10.2,medium
Brisket,2025-09-09,10.9,medium
Pork Shoulder,2025-09-09,11.1,medium
Top Sirloin Butt,2025-09-09,8.4,medium
Round,2025-09-09,9.0,medium
Striploin Whole,2025-09-09,11.6,medium
Pork Loin,2025-09-09,23.4,best
Chuck Flat,2025-09-09,23.0,best
Pork Belly,2025-09-09,22.0,best
Chuck Primal,2025-09-09,21.3,best
Blade Eyes,2025-09-09,22.9,best
Tenderloin,2025-09-10,1.0,low
Shank,2025-09-10,5.7,low
Wagyu Flat Iron,2025-09-10,5.9,low
6X6 Frenched,2025-09-10,5.5,low
Plate,2025-09-10,5.5,low
Flank,2025-09-10,5.0,low
Bone-in Ribeye,2025-09-10,8.9,medium
Brisket,2025-09-10,10.3,medium
Pork Shoulder,2025-09-10,11.0,medium
Top Sirloin Butt,2025-09-10,9.2,medium
Round,2025-09-10,9.9,medium
Striploin Whole,2025-09-10,8.8,medium
Pork Loin,2025-09-10,23.6,best
Chuck Flat,2025-09-10,21.4,best
Pork Belly,2025-09-10,23.6,best
Chuck Primal,2025-09-10,21.5,best
Blade Eyes,2025-09-10,22.7,best
Tenderloin,2025-09-11,1.9,low
Shank,2025-09-11,5.3,low
Wagyu Flat Iron,2025-09-11,5.4,low
6X6 Frenched,2025-09-11,5.6,low
Plate,2025-09-11,5.0,low
Flank,2025-09-11,5.3,low
Bone-in Ribeye,2025-09-11,7.6,medium
Brisket,2025-09-11,9.3,medium
Pork Shoulder,2025-09-11,10.1,medium
Top Sirloin Butt,2025-09-11,8.8,medium
Round,2025-09-11,10.2,medium
Striploin Whole,2025-09-11,8.4,medium
Pork Loin,2025-09-11,21.6,best
Chuck Flat,2025-09-11,21.6,best
Pork Belly,2025-09-11,21.2,best
Chuck Primal,2025-09-11,20.7,best
Blade Eyes,2025-09-11,19.3,best
Tenderloin,2025-09-12,1.7,low
Shank,2025-09-12,5.7,low
Wagyu Flat Iron,2025-09-12,3.7,low
6X6 Frenched,2025-09-12,5.2,low
Plate,2025-09-12,5.5,low
Flank,2025-09-12,5.6,low
Bone-in Ribeye,2025-09-12,6.2,medium
Brisket,2025-09-12,11.3,medium
Pork Shoulder,2025-09-12,10.6,medium
Top Sirloin Butt,2025-09-12,9.0,medium
Round,2025-09-12,11.2,medium
Striploin Whole,2025-09-12,8.3,medium
Pork Loin,2025-09-12,20.8,best
Chuck Flat,2025-09-12,23.2,best
Pork Belly,2025-09-12,21.3,best
Chuck Primal,2025-09-12,20.8,best
Blade Eyes,2025-09-12,22.3,best
Tenderloin,2025-09-13,1.6,low
Shank,2025-09-13,5.3,low
Wagyu Flat Iron,2025-09-13,1.4,low
6X6 Frenched,2025-09-13,5.1,low
Plate,2025-09-13,5.4,low
Flank,2025-09-13,4.8,low
Bone-in Ribeye,2025-09-13,4.4,medium
Brisket,2025-09-13,10.7,medium
Pork Shoulder,2025-09-13,11.1,medium
Top Sirloin Butt,2025-09-13,10.8,medium
Round,2025-09-13,11.0,medium
Striploin Whole,2025-09-13,10.5,medium
Pork Loin,2025-09-13,21.5,best
Chuck Flat,2025-09-13,23.6,best
Pork Belly,2025-09-13,11.4,best
Chuck Primal,2025-09-13,20.0,best
Blade Eyes,2025-09-13,22.6,best
Tenderloin,2025-09-14,1.0,low
Shank,2025-09-14,3.7,low
Wagyu Flat Iron,2025-09-14,0.0,low
6X6 Frenched,2025-09-14,3.6,low
Plate,2025-09-14,2.4,low
Flank,2025-09-14,2.0,low
Bone-in Ribeye,2025-09-14,2.2,medium
Brisket,2025-09-14,8.9,medium
Pork Shoulder,2025-09-14,8.2,medium
Top Sirloin Butt,2025-09-14,8.0,medium
Round,2025-09-14,5.7,medium
Striploin Whole,2025-09-14,5.6,medium
Pork Loin,2025-09-14,13.0,best
Chuck Flat,2025-09-14,17.7,best
Pork Belly,2025-09-14,0.0,best
Chuck Primal,2025-09-14,7.8,best
Blade Eyes,2025-09-14,5.5,best
Tenderloin,2025-09-15,1.9,low
Shank,2025-09-15,5.2,low
Wagyu Flat Iron,2025-09-15,0.0,low
6X6 Frenched,2025-09-15,5.0,low
Plate,2025-09-15,4.3,low
Flank,2025-09-15,5.0,low
Bone-in Ribeye,2025-09-15,9.6,medium
Brisket,2025-09-15,8.6,medium
Pork Shoulder,2025-09-15,8.6,medium
Top Sirloin Butt,2025-09-15,7.8,medium
Round,2025-09-15,8.0,medium
Striploin Whole,2025-09-15,10.4,medium
Pork Loin,2025-09-15,19.9,best
Chuck Flat,2025-09-15,22.9,best
Pork Belly,2025-09-15,0.0,best
Chuck Primal,2025-09-15,19.7,best
Blade Eyes,2025-09-15,21.4,best
Tenderloin,2025-09-16,1.7,low
Shank,2025-09-16,4.3,low
Wagyu Flat Iron,2025-09-16,5.4,low
6X6 Frenched,2025-09-16,5.7,low
Plate,2025-09-16,5.0,low
Flank,2025-09-16,5.2,low
Bone-in Ribeye,2025-09-16,8.3,medium
Brisket,2025-09-16,8.6,medium
Pork Shoulder,2025-09-16,10.6,medium
Top Sirloin Butt,2025-09-16,9.4,medium
Round,2025-09-16,9.6,medium
Striploin Whole,2025-09-16,11.5,medium
Pork Loin,2025-09-16,19.0,best
Chuck Flat,2025-09-16,22.0,best
Pork Belly,2025-09-16,19.7,best
Chuck Primal,2025-09-16,22.8,best
Blade Eyes,2025-09-16,21.1,best
Tenderloin,2025-09-17,1.5,low
Shank,2025-09-17,3.5,low
Wagyu Flat Iron,2025-09-17,5.4,low
6X6 Frenched,2025-09-17,5.5,low
Plate,2025-09-17,5.5,low
Flank,2025-09-17,5.1,low
Bone-in Ribeye,2025-09-17,11.2,medium
Brisket,2025-09-17,10.7,medium
Pork Shoulder,2025-09-17,9.9,medium
Top Sirloin Butt,2025-09-17,8.8,medium
Round,2025-09-17,8.3,medium
Striploin Whole,2025-09-17,9.4,medium
Pork Loin,2025-09-17,22.5,best
Chuck Flat,2025-09-17,20.4,best
Pork Belly,2025-09-17,21.2,best
Chuck Primal,2025-09-17,23.8,best
Blade Eyes,2025-09-17,20.8,best
Tenderloin,2025-09-18,1.2,low
Shank,2025-09-18,2.7,low
Wagyu Flat Iron,2025-09-18,4.9,low
6X6 Frenched,2025-09-18,5.4,low
Plate,2025-09-18,5.6,low
Flank,2025-09-18,5.5,low
Bone-in Ribeye,2025-09-18,10.1,medium
Brisket,2025-09-18,9.7,medium
Pork Shoulder,2025-09-18,9.4,medium
Top Sirloin Butt,2025-09-18,10.0,medium
Round,2025-09-18,10.0,medium
Striploin Whole,2025-09-18,8.5,medium
Pork Loin,2025-09-18,20.6,best
Chuck Flat,2025-09-18,24.4,best
Pork Belly,2025-09-18,21.8,best
Chuck Primal,2025-09-18,22.3,best
Blade Eyes,2025-09-18,22.0,best
Tenderloin,2025-09-19,1.0,low
Shank,2025-09-19,5.4,low
Wagyu Flat Iron,2025-09-19,4.9,low
6X6 Frenched,2025-09-19,5.7,low
Plate,2025-09-19,5.4,low
Flank,2025-09-19,5.2,low
Bone-in Ribeye,2025-09-19,11.0,medium
Brisket,2025-09-19,10.7,medium
Pork Shoulder,2025-09-19,9.7,medium
Top Sirloin Butt,2025-09-19,9.1,medium
Round,2025-09-19,9.1,medium
Striploin Whole,2025-09-19,10.0,medium
Pork Loin,2025-09-19,21.6,best
Chuck Flat,2025-09-19,24.0,best
Pork Belly,2025-09-19,18.9,best
Chuck Primal,2025-09-19,22.0,best
Blade Eyes,2025-09-19,10.8,best
Tenderloin,2025-09-20,0.6,low
Shank,2025-09-20,5.1,low
Wagyu Flat Iron,2025-09-20,5.7,low
6X6 Frenched,2025-09-20,5.0,low
Plate,2025-09-20,5.0,low
Flank,2025-09-20,5.0,low
Bone-in Ribeye,2025-09-20,9.2,medium
Brisket,2025-09-20,11.5,medium
Pork Shoulder,2025-09-20,9.9,medium
Top Sirloin Butt,2025-09-20,8.5,medium
Round,2025-09-20,9.2,medium
Striploin Whole,2025-09-20,8.9,medium
Pork Loin,2025-09-20,20.2,best
Chuck Flat,2025-09-20,23.7,best
Pork Belly,2025-09-20,23.0,best
Chuck Primal,2025-09-20,20.1,best
Blade Eyes,2025-09-20,0.0,best
Tenderloin,2025-09-21,0.1,low
Shank,2025-09-21,3.6,low
Wagyu Flat Iron,2025-09-21,2.7,low
6X6 Frenched,2025-09-21,3.6,low
Plate,2025-09-21,2.0,low
Flank,2025-09-21,2.2,low
Bone-in Ribeye,2025-09-21,7.0,medium
Brisket,2025-09-21,9.7,medium
Pork Shoulder,2025-09-21,6.9,medium
Top Sirloin Butt,2025-09-21,5.7,medium
Round,2025-09-21,3.9,medium
Striploin Whole,2025-09-21,4.0,medium
Pork Loin,2025-09-21,11.6,best
Chuck Flat,2025-09-21,17.8,best
Pork Belly,2025-09-21,11.1,best
Chuck Primal,2025-09-21,7.9,best
